source,relation,target
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Science_des_aliments
Parcours_Genie_Civil_et_Architecture,necessite,Prerequis_Baccalaureat_serie_S
Etudiant_P00014,estOrienteVers,Parcours_Electromecanique_et_Informatique_Industrielle
Parcours_Agriculture_et_Elevage,necessite,Prerequis_Baccalaureat_serie_D
Etudiant_P00564,prefere,Matiere_Physique_Chimie
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,developpe,Competence_Developpement_d_architectures_logicielles_et_integration_d_IA
Etudiant_P00408,aCentreInteret,Interet_Programmation
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Culture_industrielle
Parcours_Commerce_et_Administration_des_Affaires,prepareA,Metier_Administrateur_des_ventes_Responsable_export
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Informatique_Scientifique
Etudiant_P01233,aCentreInteret,Interet_Benevolat_associatif
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Merise
Etudiant_P00860,aCentreInteret,Interet_Cultures_du_monde
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Chimie_analytique
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Vibration
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Ecologie_animale
Etudiant_P00865,possede,Competence_autonomie
Etudiant_P00458,aCentreInteret,Interet_Economie
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Linux
Etudiant_P00408,prefere,Matiere_Economie
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Gestion_de_projet_de_developpement
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_social
Etudiant_P01555,aSerieBac,Prerequis_Baccalaureat_serie_C
Etudiant_P00179,aCentreInteret,Interet_Technologie
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Java
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Management
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,prepareA,Metier_Chercheur_en_biotechnologie_vegetale_et_sante
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Industrie_pharmaceutique
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Aeronautique
Parcours_Electromecanique_et_Informatique_Industrielle,prepareA,Metier_Responsable_de_production_en_usine_Gestionnaire_d_atelier
Competence_Gestion_d_exploitation_agricole,estRequisePour,Metier_Chef_d_exploitation
Etudiant_P01331,prefere,Matiere_Mathematiques
Competence_Technologies_de_l_information,estRequisePour,Metier_Ingenieur_en_technologies_de_la_communication
Etudiant_P01467,prefere,Matiere_Anglais
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Gestion_d_entreprise
Etudiant_P00066,prefere,Matiere_Malgache
Etudiant_P01555,estOrienteVers,Parcours_Commerce_et_Administration_des_Affaires
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Informatique_Decisionnelle
Parcours_Genie_Civil_et_Architecture,prepareA,Metier_Ingenieur_en_genie_civil_specialise_routes_ponts_hydraulique
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Marketing
Etudiant_P00458,aSerieBac,Prerequis_Baccalaureat_serie_D
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_de_l_environnement
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_HTML_CSS
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,prepareA,Metier_Responsable_HSE_Hygiene_Securite_Environnement_industriel
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,prepareA,Metier_Consultant_en_systemes_d_information_et_IA
Etudiant_P00458,possede,Competence_sens_de_l_organisation
Etudiant_P01117,estOrienteVers,Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,developpe,Competence_Expertise_en_droit_foncier_minier_de_la_communication_et_des_douanes
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Anglais
Etudiant_P00210,estOrienteVers,Parcours_Economie_et_Management_de_Projet
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Gestion_de_projet
Etudiant_P01210,aCentreInteret,Interet_Debat_et_droit
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,developpe,Competence_Conception_et_programmation_de_systemes_embarques_Microcontroleurs
Etudiant_P00866,possede,Competence_esprit_d_analyse
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_S
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Science_des_aliments
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,developpe,Competence_Modelisation_predictive_Machine_Learning_Deep_Learning
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Etude_d_impact_environnemental
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Petits_ruminants
Etudiant_P00066,prefere,Matiere_Informatique
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Recherche_Operationnelle
Etudiant_P00564,aCentreInteret,Interet_Nature
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Electronique
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Biotechnologie
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Gestion_financiere
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Finance_d_entreprise
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,prepareA,Metier_Data_Scientist_Data_Analyst
Competence_Calcul_de_structures_RDM,estRequisePour,Metier_Ingenieur_d_etudes_BTP
Etudiant_P01430,possede,Competence_creativite
Etudiant_P01519,estOrienteVers,Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle
Etudiant_P00448,prefere,Matiere_Anglais
Etudiant_P01430,aSerieBac,Prerequis_Baccalaureat_serie_A2
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Geotechnie
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Phytochimie
Etudiant_P00448,aCentreInteret,Interet_Gestion
Parcours_Electromecanique_et_Informatique_Industrielle,prepareA,Metier_Ingenieur_en_automatisation_et_robotique_industrielle
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,appartientAMention,Mention_Biotechnologie_et_Agronomie
Etudiant_P00229,aSerieBac,Prerequis_Baccalaureat_serie_C
Etudiant_P00866,prefere,Matiere_Anglais
Parcours_Electromecanique_et_Informatique_Industrielle,prepareA,Metier_Ingenieur_en_electrotechnique_Electromecanicien
Etudiant_P01117,possede,Competence_esprit_d_analyse
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Biotechnologie
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Geodynamique_Miniere
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Java
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Biologie_Vegetale
Parcours_Industries_Agroalimentaires,prepareA,Metier_Expert_en_securite_alimentaire_Consultant_qualite
Etudiant_P00210,possede,Competence_perseverance
Etudiant_P01207,possede,Competence_sens_de_l_observation
Etudiant_P00697,prefere,Matiere_Mathematiques
Etudiant_P01331,possede,Competence_autonomie
Parcours_Economie_et_Management_de_Projet,prepareA,Metier_Chef_de_projet_BTP_services_industrie_public_prive
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_Management
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Chimie_Minerale
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,necessite,Prerequis_Baccalaureat_serie_C
Etudiant_P00179,prefere,Matiere_SVT
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Reseaux_informatiques
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,prepareA,Metier_Specialiste_en_valorisation_des_ressources_naturelles_Phyto_medicaments
Etudiant_P01035,possede,Competence_esprit_d_equipe
Etudiant_P00210,possede,Competence_autonomie
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Pharmacologie_generale
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Thermochimie
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Comptabilite_financiere
Etudiant_P00458,aCentreInteret,Interet_Lecture
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,developpe,Competence_Redaction_d_actes_juridiques_de_contrats_commerciaux_et_sociaux
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_HTML_CSS
Parcours_Finances_et_Comptabilite,prepareA,Metier_Directeur_Administratif_et_Financier_DAF
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Physiologie_Animale
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Cybersecurite
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Electronique_de_puissance
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,developpe,Competence_Maitrise_de_la_programmation_multi_langages_Java_C_PHP_JavaScript
Etudiant_P01150,aCentreInteret,Interet_Agriculture
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Immunopathologie
Etudiant_P00477,estOrienteVers,Parcours_Commerce_et_Administration_des_Affaires
Etudiant_P00697,possede,Competence_esprit_d_analyse
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Dessin
Etudiant_P01555,possede,Competence_sens_de_l_organisation
Etudiant_P00920,possede,Competence_creativite
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Management
Etudiant_P00564,possede,Competence_aisance_relationnelle
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Culture_vivriere
Etudiant_P00920,aSerieBac,Prerequis_Baccalaureat_serie_A2
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Mathematique_financiere
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,appartientAMention,Mention_Genie_Industriel
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Gestion_de_Projet
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Java
Etudiant_P01437,aCentreInteret,Interet_Benevolat_associatif
Etudiant_P01437,prefere,Matiere_Informatique
Etudiant_P00477,aSerieBac,Prerequis_Baccalaureat_serie_D
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Aviculture
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Economie_internationale
Etudiant_P01207,prefere,Matiere_EPS
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Technique_de_vente
Etudiant_P01310,possede,Competence_perseverance
Etudiant_P00179,prefere,Matiere_Malgache
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Management
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Amenagement_portuaire
Etudiant_P00860,possede,Competence_autonomie
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Automatique
Etudiant_P00062,possede,Competence_autonomie
Etudiant_P00477,prefere,Matiere_Informatique
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Unified_Modeling_Language
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,developpe,Competence_Maitrise_du_droit_minier_et_de_la_reglementation_sectorielle
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Microbiologie
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Architecture
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Anatomie_et_physiologie_humaine
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Gestion_d_entreprise
Etudiant_P01150,prefere,Matiere_Physique_Chimie
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Chimie_verte
Etudiant_P00865,aCentreInteret,Interet_Gestion
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,developpe,Competence_Design_d_interfaces_graphiques_et_experience_utilisateur_UI_UX
Parcours_Agriculture_et_Elevage,developpe,Competence_Expertise_en_zootechnie_pisciculture_et_elevage_specialise
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Cryptographie
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_des_douanes
Competence_Fabrication_pharmaceutique,estRequisePour,Metier_Responsable_de_production
Etudiant_P00229,prefere,Matiere_Histoire_Geo
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Economie_de_l_environnement
Etudiant_P00052,prefere,Matiere_Physique_Chimie
Etudiant_P00286,estOrienteVers,Parcours_Finances_et_Comptabilite
Etudiant_P00502,aCentreInteret,Interet_Reseaux_sociaux
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Reseaux_informatiques
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Neuro_marketing
Etudiant_P00192,aCentreInteret,Interet_Gastronomie
Competence_Architecture_ARCHICAD,estRequisePour,Metier_Concepteur_Collaborateur_d_architecte
Parcours_Tourisme_Environnement_et_Hotellerie,developpe,Competence_Maitrise_de_l_accueil_de_l_hygiene_et_de_la_relation_client_de_luxe
Etudiant_P01555,prefere,Matiere_Economie
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,necessite,Prerequis_Baccalaureat_serie_C
Etudiant_P01467,possede,Competence_aisance_relationnelle
Parcours_Genie_Civil_et_Architecture,developpe,Competence_Ingenierie_des_infrastructures_routieres_hydrauliques_et_portuaires
Etudiant_P01233,possede,Competence_rigueur
Etudiant_P00408,possede,Competence_esprit_d_analyse
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Biologie_Animale
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,necessite,Prerequis_Baccalaureat_serie_A2
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,developpe,Competence_Conception_et_mise_en_uvre_de_solutions_de_Business_Intelligence
Etudiant_P00697,aSerieBac,Prerequis_Baccalaureat_serie_A1
Etudiant_P01150,aSerieBac,Prerequis_Baccalaureat_serie_S
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Cybersecurite
Etudiant_P00458,prefere,Matiere_Philosophie
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_HTML_CSS
Etudiant_P00477,prefere,Matiere_Economie
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Elasticite_et_plasticite
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Environnement
Parcours_Commerce_et_Administration_des_Affaires,enseigne,Matiere_Gestion_previsionnelle
Parcours_Electromecanique_et_Informatique_Industrielle,prepareA,Metier_Concepteur_de_systemes_IoT_industriels_et_supervision
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Biologie_Animale
Competence_Amenagement_urbain_portuaire,estRequisePour,Metier_Urbaniste_Expert_amenagement
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Metallurgie
Parcours_Economie_et_Management_de_Projet,prepareA,Metier_Analyste_economique_Charge_d_etudes_economiques
Etudiant_P00477,aCentreInteret,Interet_Lecture
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Assainissement
Etudiant_P00286,possede,Competence_aisance_relationnelle
Etudiant_P00502,prefere,Matiere_Informatique
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Elevage
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Reseaux_informatiques
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Lait
Etudiant_P00210,possede,Competence_esprit_d_analyse
Etudiant_P01150,aCentreInteret,Interet_Nature
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Technologie_ferroviaire
Etudiant_P00066,aSerieBac,Prerequis_Baccalaureat_serie_Technique
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Elevage
Etudiant_P01035,prefere,Matiere_Histoire_Geo
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Chimie_analytique
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Cybersecurite
Competence_Controle_de_gestion,estRequisePour,Metier_Controleur_de_gestion
Competence_Automatisme_Electrotechnique,estRequisePour,Metier_Ingenieur_en_Automatismes
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Politique_economique
Etudiant_P01467,estOrienteVers,Parcours_Tourisme_Environnement_et_Hotellerie
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Geometrie_appliquee_aux_Formes_et_Images
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,developpe,Competence_Gestion_des_litiges_commerciaux_contentieux_et_procedures_collectives
Etudiant_P00564,aCentreInteret,Interet_Animaux
Competence_Communication_Langues,estRequisePour,Metier_Guide_touristique_expert_Interprete
Parcours_Economie_et_Management_de_Projet,prepareA,Metier_Responsable_de_projet_de_developpement_ONG_International
Parcours_Tourisme_Environnement_et_Hotellerie,prepareA,Metier_Directeur_ou_gestionnaire_d_etablissement_hotelier_Restaurant
Etudiant_P00229,prefere,Matiere_Economie
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_penal
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Mines
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,enseigne,Matiere_SGBDR
Competence_Genie_fermentaire_Pectines,estRequisePour,Metier_Specialiste_en_procedes_industriels
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Immuno_clinique
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Toxicologie_Generale
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Physiologie_nutritionnelle
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Ondes_et_Propagations
Etudiant_P00210,aCentreInteret,Interet_Gestion
Etudiant_P00408,prefere,Matiere_Philosophie
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Thermodynamique
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Management
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_AUTOCAD
Etudiant_P00014,prefere,Matiere_Malgache
Etudiant_P01035,possede,Competence_sens_de_l_organisation
Etudiant_P00066,possede,Competence_curiosite
Etudiant_P00062,possede,Competence_esprit_d_analyse
Etudiant_P00564,estOrienteVers,Parcours_Agriculture_et_Elevage
Parcours_Genie_Civil_et_Architecture,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Informatique
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Biologie_Cellulaire
Etudiant_P00210,prefere,Matiere_Physique_Chimie
Etudiant_P00920,possede,Competence_sens_de_l_organisation
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Intelligence_Artificielle
Etudiant_P00055,aSerieBac,Prerequis_Baccalaureat_serie_C
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Technique_d_accueil
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Cryptographie
Etudiant_P01331,prefere,Matiere_EPS
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Cartographie
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,appartientAMention,Mention_Informatique_et_Telecommunications
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Biologie_Cellulaire
Etudiant_P00192,possede,Competence_sens_de_l_observation
Etudiant_P01331,aSerieBac,Prerequis_Baccalaureat_serie_S
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Biotechnologie
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_JavaScript
Parcours_Commerce_et_Administration_des_Affaires,prepareA,Metier_Responsable_commercial_Business_Developer
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_mathematique
Etudiant_P00865,possede,Competence_aisance_relationnelle
Parcours_Industries_Agroalimentaires,prepareA,Metier_Gestionnaire_d_unites_de_transformation_Chef_de_production
Etudiant_P01386,possede,Competence_esprit_d_equipe
Etudiant_P01035,prefere,Matiere_Mathematiques
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_commercial
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Eco_marine
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,developpe,Competence_Integration_de_solutions_IoT_et_objets_connectes
Etudiant_P00066,prefere,Matiere_Anglais
Parcours_Economie_et_Management_de_Projet,prepareA,Metier_Planificateur_strategique_Business_Analyst
Competence_Toxicologie_Securite_alimentaire,estRequisePour,Metier_Auditeur_sanitaire
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Analyse_financiere
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_de_developpement
Etudiant_P00860,prefere,Matiere_Physique_Chimie
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,necessite,Prerequis_Baccalaureat_serie_D
Etudiant_P01386,aCentreInteret,Interet_Benevolat_associatif
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Moteur_a_combustion_interne
Parcours_Finances_et_Comptabilite,developpe,Competence_Maitrise_de_la_fiscalite_d_entreprise_et_du_droit_des_societes
Competence_Gestion_de_projet_informatique,estRequisePour,Metier_Chef_de_projet_informatique
Parcours_Agriculture_et_Elevage,enseigne,Matiere_Agronomie_tropicale
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_des_biens
Etudiant_P00570,prefere,Matiere_Malgache
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Droit_civil
Etudiant_P00477,possede,Competence_rigueur
Etudiant_P00920,possede,Competence_curiosite
Parcours_Electromecanique_et_Informatique_Industrielle,enseigne,Matiere_Mecanique_analytique
Parcours_Agriculture_et_Elevage,prepareA,Metier_Ingenieur_Agronome_Gestionnaire_d_exploitation_agricole
Etudiant_P00920,prefere,Matiere_Francais
Etudiant_P01555,aCentreInteret,Interet_Entrepreneuriat
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Bacteriologie_medicale
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,prepareA,Metier_Ingenieur_en_genie_des_procedes_chimiques
Parcours_Tourisme_Environnement_et_Hotellerie,prepareA,Metier_Responsable_ecotourisme_Consultant_en_developpement_durable
Etudiant_P00452,possede,Competence_sens_de_l_observation
Etudiant_P00866,estOrienteVers,Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,enseigne,Matiere_Introduction_au_droit
Etudiant_P00920,possede,Competence_esprit_d_analyse
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Intelligence_Artificielle
Etudiant_P00697,prefere,Matiere_EPS
Etudiant_P00452,aSerieBac,Prerequis_Baccalaureat_serie_A2
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Mecanique_des_sols
Etudiant_P00564,prefere,Matiere_SVT
Parcours_Pharmacologie_et_Industries_Pharmaceutiques,enseigne,Matiere_Management
Parcours_Tourisme_Environnement_et_Hotellerie,enseigne,Matiere_Civilisation_appliquee
Etudiant_P00066,prefere,Matiere_Philosophie
Etudiant_P00477,aCentreInteret,Interet_Entrepreneuriat
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Technologie_des_proteines
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_rurale
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_Structure_de_donnees
Competence_Semiologie_Physiopathologie,estRequisePour,Metier_Delegue_medical_expert
Competence_Droit_des_contrats_Societes,estRequisePour,Metier_Juriste_d_entreprise
Etudiant_P01517,prefere,Matiere_Mathematiques
Parcours_Economie_et_Management_de_Projet,enseigne,Matiere_Economie_monetaire
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,developpe,Competence_Analyse_de_donnees_economiques_et_financieres_pour_la_decision
Parcours_Informatique_de_Gestion_Genie_Logiciel_et_Intelligence_Artificielle,appartientAMention,Mention_Informatique_et_Telecommunications
Etudiant_P00066,prefere,Matiere_Arts
Parcours_Droit_et_Techniques_Juridiques_des_Affaires,developpe,Competence_Conseil_juridique_strategique_et_defense_des_interets_de_l_entreprise
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Hydrologie
Parcours_Genie_Civil_et_Architecture,enseigne,Matiere_Maintenance_des_batiments
Parcours_Economie_et_Management_de_Projet,necessite,Prerequis_Baccalaureat_serie_A2
Etudiant_P01233,possede,Competence_creativite
Etudiant_P01150,estOrienteVers,Parcours_Industries_Agroalimentaires
Etudiant_P00866,aCentreInteret,Interet_Technologie
Parcours_Finances_et_Comptabilite,enseigne,Matiere_Institutions_financieres
Parcours_Genie_Civil_et_Architecture,necessite,Prerequis_Baccalaureat_serie_D
Parcours_Finances_et_Comptabilite,necessite,Prerequis_Baccalaureat_serie_C
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_Langage_C
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,prepareA,Metier_Architecte_Hardware_Responsable_maintenance
Etudiant_P01207,possede,Competence_esprit_d_equipe
Parcours_Electronique_Systemes_Informatiques_et_Intelligence_Artificielle,enseigne,Matiere_Maintenance_des_Systemes_Electroniques
Competence_Gestion_de_projet_Analyse_financiere,estRequisePour,Metier_Chef_de_projet
Parcours_Informatique_Statistique_Appliquee_et_Intelligence_Artificielle,enseigne,Matiere_GPI
Competence_Modelisation_UML_Merise,estRequisePour,Metier_Analyste_Programmeur_Concepteur
Etudiant_P00229,possede,Competence_rigueur
Parcours_Informatique_Multimedia_Technologie_de_l_Information_et_de_la_Communication_et_I,enseigne,Matiere_PHP
Parcours_Industries_Agroalimentaires,enseigne,Matiere_Securite_alimentaire
Etudiant_P00448,prefere,Matiere_Mathematiques
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,enseigne,Matiere_Technologie_des_materiaux
Parcours_Industries_Chimiques_Minieres_et_Petrolieres,prepareA,Metier_Ingenieur_minier_supervision_d_extraction_traitement
Etudiant_P00055,possede,Competence_sens_de_l_organisation
